id,test,test_part,test_type,test_item,question_elements,statement,answers,correct_answer
32,enem_2025_belem,ch,azul,82,"[{'question_text': 'Sem negar que Deus prevê todos os acontecimentos futuros, entretanto nós queremos livremente aquilo que queremos. Porque, se o objeto da presciência divina é a nossa vontade, é essa mesma vontade assim prevista que se realizará. Haverá, pois, um ato de vontade livre, já que Deus vê esse ato livre com antecedência.\n', 'question_text_reference': 'AGOSTINHO. **O livre-arbítrio.** São Paulo: Paulus, 1995 (adaptado).\n'}]","Refletindo sobre o Deus onisciente e suas criaturas, o autor sustenta a
","{'A': 'existência do saber divino em cooperação com o conhecimento humano.', 'B': 'prevalência da liberdade humana diante da facticidade.', 'C': 'precedência da cognição transcendental sobre o agir humano.', 'D': 'conformação da natureza humana perante os acontecimentos no mundo.', 'E': 'autonomia do indivíduo a despeito das necessidades inerentes à condição humana.'}",C
33,enem_2018,ch,roza,66,"[{'question_text': 'Empédocles estabelece quatro elementos corporais — fogo, ar, água e terra —, que são eternos e que mudam aumentando e diminuindo mediante mistura e separação; mas os princípios propriamente ditos, pelos quais aqueles são movidos, são o Amor e o Ódio. Pois é preciso que os elementos permaneçam alternadamente em movimento, sendo ora misturados pelo Amor, ora separados pelo Ódio.\n', 'question_text_reference': 'SIMPLÍCIO. **Física, 25, 21.** In: Os pré-socráticos. São Paulo: Nova Cultural, 1996.\n'}]","O texto propõe uma reflexão sobre o entendimento de Empédocles acerca da arché, uma preocupação típica do pensamento pré-socrático, porque
","{'A': 'exalta a investigação filosófica.', 'B': 'transcende ao mundo sensível.', 'C': 'evoca a discussão cosmogônica.', 'D': 'fundamenta as paixões humanas.', 'E': 'corresponde à explicação mitológica.'}",C
34,enem_2012,ch,azul,28,"[{'question_text_title': 'TEXTO I', 'question_text': 'Anaxímenes de Mileto disse que o ar é o elemento originário de tudo o que existe, existiu e existirá, e que outras coisas provêm de sua descendência. Quando o ar se dilata, transforma-se em fogo, ao passo que os ventos são ar condensado. As nuvens formam-se a partir do ar por feltragem e, ainda mais condensadas, transformam-se em água. A água, quando mais condensada, transforma-se em terra, e quando condensada ao máximo possível, transforma-se em pedras.\n', 'question_text_reference': 'BURNET, J. **A aurora da filosofia grega.** Rio de Janeiro: PUC-Rio, 2006 (adaptado).\n'}, {'question_text_title': 'TEXTO II', 'question_text': 'Basílio Magno, filósofo medieval, escreveu: “Deus, como criador de todas as coisas, está no princípio do mundo e dos tempos. Quão parcas de conteúdo se nos apresentam, em face desta concepção, as especulações contraditórias dos filósofos, para os quais o mundo se origina, ou de algum dos quatro elementos, como ensinam os Jônios, ou dos átomos, como julga Demócrito. Na verdade, dão a impressão de quererem ancorar o mundo numa teia de aranha.”\n', 'question_text_reference': 'GILSON, E.; BOEHNER, P. **História da Filosofia Cristã.** São Paulo: Vozes, 1991 (adaptado).\n'}]","Filósofos dos diversos tempos históricos desenvolveram teses para explicar a origem do universo, a partir de uma explicação racional. As teses de Anaxímenes, filósofo grego antigo, e de Basílio, filósofo medieval, têm em comum na sua fundamentação teorias que
","{'A': 'eram baseadas nas ciências da natureza.', 'B': 'refutavam as teorias de filósofos da religião.', 'C': 'tinham origem nos mitos das civilizações antigas.', 'D': 'postulavam um princípio originário para o mundo.', 'E': 'defendiam que Deus é o princípio de todas as coisas.'}",D
35,enem_2014,ch,azul,24,"[{'question_text': 'Alguns dos desejos são naturais e necessários; outros, naturais e não necessários; outros, nem naturais nem necessários, mas nascidos de vã opinião. Os desejos que não nos trazem dor se não satisfeitos não são necessários, mas o seu impulso pode ser facilmente desfeito, quando é difícil obter sua satisfação ou parecem geradores de dano.\n', 'question_text_reference': 'EPICURO DE SAMOS. **Doutrinas principais.** In: SANSON, V. F. Textos de filosofia. Rio de Janeiro: Eduff, 1974.\n'}]","No fragmento da obra filosófica de Epicuro, o homem tem como fim
","{'A': 'alcançar o prazer moderado e a felicidade.', 'B': 'valorizar os deveres e as obrigações sociais.', 'C': 'aceitar o sofrimento e o rigorismo da vida com resignação.', 'D': 'refletir sobre os valores e as normas dadas pela divindade.', 'E': 'defender a indiferença e a impossibilidade de se atingir o saber.'}",A
36,enem_2020_2apl,ch,azul,54,"[{'question_text': 'Aquilo que é quente necessita de umidade para viver, e o que é morto seca, e todos os germes são úmidos, e todo alimento é cheio de suco; ora, é natural que cada coisa se nutra daquilo de que provém.\n', 'question_text_reference': 'SIMPLÍCIO. In: BORNHEIM, G. A. **Os filósofos pré-socráticos.** São Paulo: Cultrix, 1993.\n'}]","O fragmento atribuído ao filósofo Tales de Mileto é característico do pensamento pré-socrático ao apresentar uma:
","{'A': 'abordagem epistemológica sobre o lógos e a fundamentação da metafísica.', 'B': 'teoria crítica sobre a essência e o método do conhecimento científico.', 'C': 'justificação religiosa sobre a existência e as contradições humanas.', 'D': 'elaboração poética sobre os mitos e as narrativas cosmogônicas.', 'E': 'explicação racional sobre a origem e a transformação da physis.'}",E
37,enem_2016,ch,azul,23,"[{'question_text_title': 'TEXTO I', 'question_text': 'Fragmento B91: Não se pode banhar duas vezes no mesmo rio, nem substância mortal alcançar duas vezes a mesma condição; mas pela intensidade e rapidez da mudança, dispersa e de novo reúne.\n', 'question_text_reference': 'HERÁCLITO. **Fragmentos (Sobre a natureza).** São Paulo: Abril Cultural, 1996 (adaptado).\n'}, {'question_text_title': 'TEXTO II', 'question_text': 'Fragmento B8: São muitos os sinais de que o ser é ingênito e indestrutível, pois é compacto, inabalável e sem fim; não foi nem será, pois é agora um todo homogêneo, uno, contínuo. Como poderia o que é perecer? Como poderia gerar-se?\n', 'question_text_reference': 'PARMÊNIDES. **Da natureza.** São Paulo: Loyola, 2002 (adaptado).\n'}]","Os fragmentos do pensamento pré-socrático expõem uma oposição que se insere no campo das
","{'A': 'investigações do pensamento sistemático.', 'B': 'preocupações do período mitológico.', 'C': 'discussões de base ontológica.', 'D': 'habilidades da retórica sofística.', 'E': 'verdades do mundo sensível.'}",C
38,enem_2023,ch,azul,90,"[{'question_text': 'Não tinha outra filosofia. Nem eu. Não digo que a Universidade me não tivesse ensinado alguma; mas eu decorei-lhe  só as fórmulas, o vocabulário, o esqueleto. Tratei-a como tratei o latim; embolsei três versos de Virgílio, dois de  Horácio, uma dúzia de locuções morais e políticas, para as despesas da conversação. Tratei-os como tratei a história  e a jurisprudência. Colhi de todas as cousas a fraseologia, a casca, a ornamentação.\n', 'question_text_reference': 'ASSIS, M. **Memórias póstumas de Brás Cubas.** Belo Horizonte: Autêntica, 1999.\n'}]","A descrição crítica do personagem de Machado de Assis assemelha-se às características dos sofistas, contestados pelos filósofos gregos da Antiguidade, porque se mostra alinhada à
","{'A': 'elaboração conceitual de entendimentos.', 'B': 'utilização persuasiva do discurso.', 'C': 'narração alegórica dos rapsodos.', 'D': 'investigação empírica da physis.', 'E': 'expressão pictográfica da pólis.'}",B
39,enem_2017,ch,azul,66,"[{'question_text': 'Uma conversação de tal natureza transforma o ouvinte; o contato de Sócrates paralisa e embaraça;  leva a refletir sobre si mesmo, a imprimir à atenção uma direção incomum: os temperamentais, como Alcibíades,  sabem que encontrarão junto dele todo o bem de que são capazes, mas fogem porque receiam essa influência  poderosa, que os leva a se censurarem. É sobretudo a esses jovens, muitos quase crianças, que ele tenta  imprimir sua orientação.\n', 'question_text_reference': 'BRÉHIER, E. **História da filosofia.** São Paulo: Mestre Jou, 1977.\n'}]","O texto evidencia características do modo de vida socrático, que se baseava na
","{'A': 'contemplação da tradição mítica.', 'B': 'sustentação do método dialético.', 'C': 'relativização do saber verdadeiro.', 'D': 'valorização da argumentação retórica. ', 'E': 'investigação dos fundamentos da natureza.'}",B
40,enem_2019_2apl,ch,azul,82,"[{'question_text': 'Tomemos o exemplo de Sócrates: é precisamente ele quem interpela as pessoas na rua, os jovens no  ginásio, perguntando: “Tu te ocupas de ti?” O deus o encarregou disso, é sua missão, e ele não a abandonará,  mesmo no momento em que for ameaçado de morte. Ele é certamente o homem que cuida do cuidado dos  outros: esta é a posição particular do filósofo.\n', 'question_text_reference': 'FOUCAULT, M. **Ditos e escritos.** Rio de Janeiro: Forense Universitária, 2004.\n'}]","O fragmento evoca o seguinte princípio moral da filosofia socrática, presente em sua ação dialógica:
","{'A': 'Examinar a própria vida.', 'B': 'Ironizar o seu oponente.', 'C': 'Sofismar com a verdade.', 'D': 'Debater visando a aporia.', 'E': 'Desprezar a virtude alheia.'}",A
41,enem_2015,ch,azul,34,"[{'question_text': 'A filosofia grega parece começar com uma ideia absurda, com a proposição: a água é a origem e a matriz  de todas as coisas. Será mesmo necessário deter-nos nela e levá-la a sério? Sim, e por três razões: em primeiro  lugar, porque essa proposição enuncia algo sobre a origem das coisas; em segundo lugar, porque o faz sem  imagem e fabulação; e enfim, em terceiro lugar, porque nela, embora apenas em estado de crisálida, está contido  o pensamento: Tudo é um.\n', 'question_text_reference': 'NIETZSCHE, F. Crítica moderna. In: **Os pré-socráticos.** São Paulo: Nova Cultural, 1999.\n'}]","O que, de acordo com Nietzsche, caracteriza o surgimento da filosofia entre os gregos?
","{'A': 'O impulso para transformar, mediante justificativas, os elementos sensíveis em verdades racionais.', 'B': 'O desejo de explicar, usando metáforas, a origem dos seres e das coisas.', 'C': 'A necessidade de buscar, de forma racional, a causa primeira das coisas existentes.', 'D': 'A ambição de expor, de maneira metódica, as diferenças entre as coisas.', 'E': 'A tentativa de justificar, a partir de elementos empíricos, o que existe no real.'}",C
42,enem_2015,ch,azul,13,"[{'question_text': 'Trasímaco estava impaciente porque Sócrates e os seus amigos presumiam que a justiça era algo real e  importante. Trasímaco negava isso. Em seu entender, as pessoas acreditavam no certo e no errado apenas  por terem sido ensinadas a obedecer às regras da sua sociedade. No entanto, essas regras não passavam de  invenções humanas.  \n', 'question_text_reference': 'RACHELS, J. **Problemas da filosofia.** Lisboa: Gradiva, 2009.\n'}]","O sofista Trasímaco, personagem imortalizado no diálogo A República, de Platão, sustentava que a correlação entre justiça e ética é resultado de
","{'A': 'determinações biológicas impregnadas na natureza humana.', 'B': 'verdades objetivas com fundamento anterior aos interesses sociais.', 'C': 'mandamentos divinos inquestionáveis legados das tradições antigas.', 'D': 'convenções sociais resultantes de interesses humanos contingentes.', 'E': 'sentimentos experimentados diante de determinadas atitudes humanas.'}",D
43,enem_2019_2apl,ch,azul,52,"[{'question_text': 'Tomás de Aquino, filósofo cristão que viveu no século XIII, afirma: a lei é uma regra ou um preceito  relativo às nossas ações. Ora, a norma suprema dos atos humanos é a razão. Desse modo, em última  análise, a lei está submetida à razão; é apenas uma formulação das exigências racionais. Porém, é mister  que ela emane da comunidade, ou de uma pessoa que legitimamente a representa.\n', 'question_text_reference': 'GILSON, E.; BOEHNER, P. **História da filosofia cristã.** Petrópolis: Vozes, 1991 (adaptado).\n'}]","No contexto do século XIII, a visão política do filósofo mencionado retoma o
","{'A': 'pensamento idealista de Platão.', 'B': 'conformismo estoico de Sêneca.', 'C': 'ensinamento místico de Pitágoras.', 'D': 'paradigma de vida feliz de Agostinho.', 'E': 'conceito de bem comum de Aristóteles.'}",E
44,enem_2015_2apl,ch,branco,21,"[{'question_text': 'Suponha homens numa morada subterrânea, em forma de caverna, cuja entrada, aberta à luz, se estende  sobre todo o comprimento da fachada; eles estão lá desde a infância, as pernas e o pescoço presos por  correntes, de tal sorte que não podem trocar de lugar e só podem olhar para frente, pois os grilhões os impedem  de voltar a cabeça; a luz de uma fogueira acesa ao longe, numa elevada do terreno, brilha por detrás deles;  entre a fogueira e os prisioneiros, há um caminho ascendente; ao longo do caminho, imagine um pequeno  muro, semelhante aos tapumes que os manipuladores de marionetes armam entre eles e o público e sobre os  quais exibem seus prestígios.\n', 'question_text_reference': 'PLATÃO. **A República.** Lisboa: Fundação Calouste Gulbenkian, 2007.\n'}]","Essa narrativa de Platão é uma importante manifestação cultural do pensamento grego antigo, cuja ideia central,  do ponto de vista filosófico, evidencia o(a)
","{'A': 'caráter antropológico, descrevendo as origens do homem primitivo.', 'B': 'sistema penal da época, criticando o sistema  carcerário da sociedade ateniense.', 'C': 'vida cultural e artística, expressa por dramaturgos trágicos e cômicos gregos.', 'D': 'sistema político elitista, provindo do surgimento da pólis e da democracia ateniense.', 'E': 'teoria do conhecimento, expondo a passagem do mundo ilusório para o mundo das ideias.'}",E
45,enem_2021,ch,azul,82,"[{'question_text': 'Sócrates: “Quem não sabe o que uma coisa é, como poderia saber de que tipo de coisa ela é? Ou te parece ser possível alguém que não conhece absolutamente quem é Mênon, esse alguém saber se ele é belo, se é rico e ainda se é nobre? Parece-te ser isso possível? Assim, Mênon, que coisa afirmas ser a virtude?”.\n', 'question_text_reference': 'PLATÃO. **Mênon.** Rio de Janeiro: PUC-RIO; São Paulo: Loyola, 2001 (adaptado).\n'}]","A atitude apresentada na interlocução do filósofo com Mênon é um exemplo da utilização do(a)
","{'A': 'escrita epistolar', 'B': 'método dialético', 'C': 'linguagem trágica', 'D': 'explicação fisicalista', 'E': 'suspensão judicativa '}",B
46,enem_2020,ch,azul,77,"[{'question_text': 'Vemos que toda cidade é uma espécie de  comunidade, e toda comunidade se forma com vistas  a algum bem, pois todas as ações de todos os homens  são praticadas com vistas ao que lhe parece um bem;  se todas as comunidades visam algum bem, é evidente  que a mais importante de todas elas e que inclui todas as  outras tem mais que todas este objetivo e visa ao mais  importante de todos os bens. \n', 'question_text_reference': 'ARISTÓTELES. **Política.** Brasília: UnB, 1988.\n'}]","No fragmento, Aristóteles promove uma reflexão que associa dois elementos essenciais à discussão sobre a vida em comunidade, a saber:
","{'A': 'Ética e política, pois conduzem à eudaimonia.', 'B': 'Retórica e linguagem, pois cuidam dos discursos na ágora.', 'C': 'Metafísica e ontologia, pois tratam da filosofia primeira.', 'D': 'Democracia e sociedade, pois se referem a relações sociais.', 'E': 'Geração e corrupção, pois abarcam o campo da physis.'}",A
47,enem_2017_2apl,ch,azul,69,"[{'question_text': 'XI. Jamais, a respeito de coisa alguma, digas: ""Eu a perdi"", mas sim: ""Eu a restituí"". O filho morreu? Foi restituído. A mulher morreu? Foi restituída. ""A propriedade me foi subtraída"", então também foi restituída. ""Mas quem a subtraiu é mau"". O que te importa por meio de quem aquele que te dá a pede de volta? Na medida em que ele der, faz uso do mesmo modo de quem cuida das coisas de outrem. Do mesmo modo como fazem os que se instalam em uma hospedaria.\n', 'question_text_reference': 'EPICTETO. *Encheirídion*. In: DINUCCI, A. **Introdução ao Manual de Epicteto.** São Cristóvão: UFS, 2012 (adaptado).\n'}]","A característica do estoicismo presente nessa citação do filósofo grego Epicteto é
","{'A': 'explicar o mundo com números.', 'B': 'identificar a felicidade com o prazer.', 'C': 'aceitar os sofrimentos com serenidade.', 'D': 'questionar o saber científico com veemência.', 'E': 'considerar as convenções sociais com desprezo.'}",C
48,enem_2017_2apl,ch,azul,67,"[{'question_text': 'Dado que, dos hábitos racionais com os quais captamos a verdade, alguns são sempre verdadeiros, enquanto outros admitem o falso, como a opinião e o cálculo, enquanto o conhecimento científico e a intuição são empre verdadeiros, e dado que nenhum outro gênero de conhecimento é mais exato que o conhecimento científico, exceto a intuição, e, por outro lado, os princípios são mais conhecidos que as demonstrações, e dado que todo conhecimento científico constitui-se de maneira argumentativa, não pode haver conhecimento científico dos princípios, e dado que não pode haver nada mais verdadeiro que o conhecimento científico, exceto a intuição, a intuição deve ter por objeto os princípios.\n', 'question_text_reference': 'ARISTÓTELES. Segundos analíticos. In: REALE, G. **História da filosofia antiga.** São Paulo: Loyola, 1994.\n'}]","Os princípios, base da epistemologia aristotélica, pertencem ao domínio do(a):
","{'A': 'opinião, pois fazem parte da formação da pessoa.', 'B': 'cálculo, pois são demonstrados por argumentos.', 'C': 'conhecimento científico, pois admitem provas empíricas.', 'D': 'intuição, pois ela é mais exata que o conhecimento científico.', 'E': 'prática de hábitos racionais, pois com ela se capta a verdade.'}",D
49,enem_2022,ch,azul,88,"[{'question_text': 'Entretanto, nosso amigo Basso tem o ânimo alegre.  Isso resulta da filosofia: estar alegre diante da morte, forte  e contente qualquer que seja o estado do corpo, sem  desfalecer, ainda que desfaleça.\n', 'question_text_reference': 'SÊNECA, L. **Cartas morais.** Lisboa: Calouste Gulbenkian, 1990.\n'}]","O excerto refere-se a uma carta de Sêneca na qual se apresenta como um bem fundamental da filosofia promover a
","{'A': 'valorização de disputas dialógicas.', 'B': 'rejeição das convenções sociais.', 'C': 'inspiração de natureza religiosa.', 'D': 'exaltação do sofrimento.', 'E': 'moderação das paixões.'}",E
50,enem_2022,ch,azul,80,"[{'question_text': 'Advento da Polis, nascimento da filosofia: entre as  duas ordens de fenômenos, os vínculos são demasiado  estreitos para que o pensamento racional não apareça,  em suas origens, solidário das estruturas sociais e  mentais próprias da cidade grega. Assim recolocada na  história, a filosofia despoja-se desse caráter de revelação  absoluta que às vezes lhe foi atribuído, saudando, na  jovem ciência dos jônios, a razão intemporal que veio  encarnar-se no Tempo. A escola de Mileto não viu  nascer a Razão; ela construiu uma Razão, uma primeira  forma de racionalidade. Essa razão grega não é a razão  experimental da ciência contemporânea.\n', 'question_text_reference': 'VERNANT, J. P. **Origens do pensamento grego.** Rio de Janeiro: Difel, 2002.\n'}]","Os vínculos entre os fenômenos indicados no trecho foram fortalecidos pelo surgimento de uma categoria de pensadores, a saber:
","{'A': 'Os epicuristas, envolvidos com o ideal de vida feliz.', 'B': 'Os estoicos, dedicados à superação dos infortúnios.\t', 'C': 'Os sofistas, comprometidos com o ensino da retórica.', 'D': 'Os peripatéticos, empenhados na dinâmica do ensino.', 'E': 'Os poetas rapsodos, responsáveis pela narrativa do mito.'}",E
51,enem_2013,ch,azul,27,"[{'question_text': 'A felicidade é, portanto, a melhor, a mais nobre e a mais aprazível coisa do mundo, e esses atributos não devem estar separados como na inscrição existente em Delfos “das coisas, a mais nobre é a mais justa, e a melhor é a saúde; porém a mais doce é ter o que amamos”. Todos estes atributos estão presentes nas mais excelentes atividades, e entre essas a melhor, nós a identificamos como felicidade.\n', 'question_text_reference': 'ARISTÓTELES. **A Política.** São Paulo: Cia. das Letras, 2010.\n'}]","Ao reconhecer na felicidade a reunião dos mais excelentes atributos, Aristóteles a identifica como
","{'A': 'busca por bens materiais e títulos de nobreza.', 'B': 'plenitude espiritual e ascese pessoal.', 'C': 'finalidade das ações e condutas humanas.', 'D': 'conhecimento de verdades imutáveis e perfeitas.', 'E': 'expressão do sucesso individual e reconhecimento público.'}",C
52,enem_2015_2apl,ch,branco,42,"[{'question_text': 'A utilidade do escravo é semelhante à do animal. Ambos prestam serviços corporais para atender às necessidades da vida. A natureza faz o corpo do escravo e do homem livre de forma diferente. O escravo tem corpo forte, adaptado naturalmente ao trabalho servil. Já o homem livre tem corpo ereto, inadequado ao trabalho braçal, porém apto à vida do cidadão.\n', 'question_text_reference': 'ARISTÓTELES. **Política.** Brasília: UnB, 1985.\n'}]","O trabalho braçal é considerado, na filosofia aristotélica, como
","{'A': 'indicador da imagem do homem no estado de natureza.', 'B': 'condição necessária para a realização da virtude humana.', 'C': 'atividade que exige força física e uso limitado da racionalidade.', 'D': 'referencial que o homem deve seguir para viver uma vida ativa.', 'E': 'mecanismo de aperfeiçoamento do trabalho por meio da experiência.'}",C
53,enem_2017,ch,azul,88,"[{'question_text': 'Se, pois, para as coisas que fazemos existe um fim que desejamos por ele mesmo e tudo o mais é desejado no interesse desse fim; evidentemente tal fim será o bem, ou antes, o sumo bem. Mas não terá o conhecimento, porventura, grande influência sobre essa vida? Se assim é, esforcemo-nos por determinar, ainda que em linhas gerais apenas, o que seja ele e de qual das ciências ou faculdades constitui o objeto. Ninguém duvidará de que o seu estudo pertença à arte mais prestigiosa e que mais verdadeiramente se pode chamar a arte mestra. Ora, a política mostra ser dessa natureza, pois é ela que determina quais as ciências que devem ser estudadas num Estado, quais são as que cada cidadão deve aprender, e até que ponto; e vemos que até as faculdades tidas em maior apreço, como a estratégia, a economia e a retórica, estão sujeitas a ela. Ora, como a política utiliza as demais ciências e, por outro lado, legisla sobre o que devemos e o que não devemos fazer, a finalidade dessa ciência deve abranger as das outras, de modo que essa finalidade será o bem humano.\n', 'question_text_reference': 'ARISTÓTELES. **Ética a Nicômaco.** In: Pensadores. São Paulo: Nova Cultural, 1991 (adaptado).\n'}]","Para Aristóteles, a relação entre o sumo bem e a organização da pólis pressupõe que
","{'A': 'o bem dos indivíduos consiste em cada um perseguir seus interesses.', 'B': 'o sumo bem é dado pela fé de que os deuses são os portadores da verdade.', 'C': 'a política é a ciência que precede todas as demais na organização da cidade.', 'D': 'a educação visa formar a consciência de cada pessoa para agir corretamente.', 'E': 'a democracia protege as atividades políticas necessárias para o bem comum.'}",C
54,enem_2019_2apl,ch,azul,90,"[{'question_text': 'Vimos que o homem sem lei é injusto e o respeitador da lei é justo; evidentemente todos os atos legítimos são, em certo sentido, atos justos, porque os atos prescritos pela arte do legislador são legítimos e cada um deles é justo. Ora, nas disposições que tomam sobre todos os assuntos, as leis têm em mira a vantagem comum, quer de todos, quer dos melhores ou daqueles que detêm o poder ou algo desse gênero; de modo que, em certo sentido, chamamos justos aqueles atos que tendem a produzir e a preservar, para a sociedade política, a felicidade e os elementos que a compõem.\n', 'question_text_reference': 'ARISTÓTELES. **A política.** São Paulo: Cia. das Letras, 2010 (adaptado).\n'}]","De acordo com o texto de Aristóteles, o legislador deve agir conforme a
","{'A': 'moral e a vida privada.', 'B': 'virtude e os interesses públicos.', 'C': 'utilidade e os critérios pragmáticos.', 'D': 'lógica e os princípios metafísicos.', 'E': 'razão e as verdades transcendentes.'}",B
55,enem_2015_2apl,ch,branco,22,"[{'question_text': 'Se os nossos adversários, que admitem a existência de uma natureza não criada por Deus, o Sumo Bem, quisessem admitir que essas considerações estão certas, deixariam de proferir tantas blasfêmias, como a de atribuir a Deus tanto a autoria dos bens quanto dos males. Pois sendo Ele fonte suprema da Bondade, nunca poderia ter criado aquilo que é contrário à sua natureza.', 'question_text_reference': 'AGOSTINHO. **A natureza do Bem.** Rio de Janeiro: Sétimo Selo, 2005 (adaptado).'}]","Para Agostinho, não se deve atribuir a Deus a origem do mal porque","{'A': 'o surgimento do mal é anterior à existência de Deus.', 'B': 'o mal, enquanto princípio ontológico, independe de Deus.', 'C': 'Deus apenas transforma a matéria, que é, por natureza, má.', 'D': 'por ser bom, Deus não pode criar o que lhe é oposto, o mal.', 'E': 'Deus se limita a administrar a dialética existente entre o bem e o mal.'}",D
56,enem_2015,ch,azul,17,"[{'question_text': 'Ora, em todas as coisas ordenadas a algum fim, é preciso haver algum dirigente, pelo qual se atinja diretamente o devido fim. Com efeito, um navio, que se move para diversos lados pelo impulso dos ventos contrários, não chegaria ao fim de destino, se por indústria do piloto não fosse dirigido ao porto; ora, tem o homem um fim, para o qual se ordenam toda a sua vida e ação. Acontece, porém, agirem os homens de modos diversos em vista do fim, o que a própria diversidade dos esforços e ações humanas comprova. Portanto, precisa o homem de um dirigente para o fim.', 'question_text_reference': 'AQUINO, T. Do reino ou do governo dos homens: ao rei do Chipre. **Escritos políticos de São Tomás de Aquino.** Petrópolis: Vozes, 1995 (adaptado).'}]","No trecho citado, Tomás de Aquino justifica a monarquia como o regime de governo capaz de","{'A': 'refrear os movimentos religiosos contestatórios.', 'B': 'promover a atuação da sociedade civil na vida política.', 'C': 'unir a sociedade tendo em vista a realização do bem comum.', 'D': 'reformar a religião por meio do retorno à tradição helenística.', 'E': 'dissociar a relação política entre os poderes temporal e espiritual.'}",C
57,enem_2025_2apl,ch,azul,49,"[{'question_text': 'O perdão não é o esquecimento. Ao contrário, ele requer a memória absolutamente viva do que não se pode esquecer, para além de todo trabalho do luto, de reconciliação, de restauração. Apenas se pode perdoar lembrando-se, sem atenuar, o malfeito, aquilo que se tem a perdoar. Se apenas perdoo o que é perdoável, o pecado não mortal, não faço nada que mereça o nome de perdão. O que é perdoável está de antemão perdoado. Daí a aporia: apenas se tem a perdoar o imperdoável. O único perdão possível é, portanto, realmente o perdão impossível.', 'question_text_reference': 'DERRIDA, J. **Papel máquina.** São Paulo: Estação Liberdade, 2004.'}]",O conceito de perdão apresentado no texto pressupõe a necessidade de,"{'A': 'dirigir um apelo ético também à vítima.', 'B': 'isentar de culpabilidade moral o ofensor.', 'C': 'reaproximar de forma imediata os envolvidos.', 'D': 'exigir uma reparação efetiva pela dor causada.', 'E': 'evidenciar o caráter religioso da ação de desculpar.'}",A
58,enem_2025_2apl,ch,azul,52,"[{'question_text': 'Ainda que instituições não recorram a castigos violentos ou sangrentos, mesmo quando utilizam métodos “suaves” de trancar ou corrigir, é sempre do corpo que se trata — do corpo e suas forças, da utilidade e docilidade deles, de sua repartição e de sua submissão.', 'question_text_reference': 'FOUCAULT, M. **Vigiar e punir.** Petrópolis: Vozes, 1995 (adaptado).'}]",A forma de exercício de poder indicada no texto é caracterizada como:,"{'A': 'Ideológica, associada à dominação da consciência.', 'B': 'Midiática, apoiada na manipulação afetivo-sentimental.', 'C': 'Disciplinar, fundamentada na diluição espaço-temporal.', 'D': 'Autoritária, conduzida pela imposição coercitiva.', 'E': 'Carismática, motivada pela fascinação pessoal.'}",C
59,enem_2025_2apl,ch,azul,67,"[{'question_text': 'Pensa-se que é característico de uma pessoa de discernimento ser capaz de deliberar bem acerca do que é bom e conveniente para si mesma, não em relação a um aspecto particular — por exemplo, quando se quer saber quais as espécies de coisas que concorrem para a saúde e para o vigor físico —, e sim acerca das espécies de coisas que nos levam a viver bem de um modo geral. O discernimento deve ser então uma qualidade que leva à verdade no tocante às ações relacionadas com os bens humanos.', 'question_text_reference': 'ARISTÓTELES. Ética a Nicômaco. In: MARCONDES, D. (Org.). **Textos básicos de Ética.** Rio de Janeiro: Zahar, 2008 (adaptado).'}]","Conforme o trecho filosófico, a pessoa capaz de bem decidir é dotada de uma qualidade","{'A': 'teórica, voltada para o rigor da pesquisa.', 'B': 'racional, voltada para a orientação das escolhas.', 'C': 'pragmática, voltada para o desenvolvimento de projetos.', 'D': 'filosófica, voltada para a delimitação de opiniões.', 'E': 'social, voltada para a criação da arte.'}",B
61,enem_2025_2apl,ch,azul,82,"[{'question_text': 'Sem negar que Deus prevê todos os acontecimentos futuros, entretanto nós queremos livremente aquilo que queremos. Porque, se o objeto da presciência divina é a nossa vontade, é essa mesma vontade assim prevista que se realizará. Haverá, pois, um ato de vontade livre, já que Deus vê esse ato livre com antecedência.', 'question_text_reference': 'AGOSTINHO. **O livre-arbítrio.** São Paulo: Paulus, 1995 (adaptado).'}]","Refletindo sobre o Deus onisciente e suas criaturas, o autor sustenta a","{'A': 'existência do saber divino em cooperação com o conhecimento humano.', 'B': 'prevalência da liberdade humana diante da facticidade.', 'C': 'precedência da cognição transcendental sobre o agir humano.', 'D': 'conformação da natureza humana perante os acontecimentos no mundo.', 'E': 'autonomia do indivíduo a despeito das necessidades inerentes à condição humana.'}",C
62,enem_2023,ch,azul,54,"[{'question_text': 'Eu poderia concluir que a raiva é um pensamento, que estar com raiva é pensar que alguém é detestável, e que esse pensamento, como todos os outros — assim como Descartes o mostrou —, não poderia residir em nenhum fragmento de matéria. A raiva seria, portanto, espírito. Porém, quando me volto para minha própria experiência da raiva, devo confessar que ela não estava fora do meu corpo, mas inexplicavelmente nele.', 'question_text_reference': 'MERLEAU-PONTY, M. **Quinta conversa: o homem visto de fora.** São Paulo: Martins Fontes, 1948 (adaptado).'}]","No que se refere ao problema do corpo, a filosofia cartesiana apresenta-se como contraponto ao entendimento expresso no texto por","{'A': 'apresentar uma visão dualista.', 'B': 'confirmar uma tese naturalista.', 'C': 'demonstrar uma premissa realista.', 'D': 'sustentar um argumento idealista.', 'E': 'defender uma posição intencionalista.'}",A
